Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
43,Mike Bibby\bibbymi01,PG,30,ATL,79,79,34.7,5.5,12.7,0.435,2.1,5.4,0.39,3.4,7.3,0.468,0.518,1.7,2.2,0.789,0.5,3,3.5,5,1.2,0.1,1.6,1.8,14.9
84,Speedy Claxton\claxtsp01,PG,30,ATL,2,0,7.5,1,3.5,0.286,0,0,,1,3.5,0.286,0.286,0.5,1,0.5,0,0,0,1.5,0,0,0,0.5,2.5
126,Maurice Evans\evansma01,SF,30,ATL,80,25,23,2.6,6,0.432,1.2,3.1,0.395,1.4,2.9,0.47,0.533,0.8,0.9,0.822,1.1,1.9,3,0.7,0.6,0.1,0.5,2,7.2
143,Thomas Gardner\gardnth01,SG,23,ATL,16,0,6.1,0.6,2.3,0.25,0.3,1.4,0.174,0.3,0.8,0.385,0.306,0.1,0.3,0.5,0,0.4,0.4,0.1,0.3,0.1,0.2,0.3,1.5
189,Al Horford\horfoal01,C,22,ATL,67,67,33.5,4.7,8.9,0.525,0,0,0,4.7,8.9,0.526,0.525,2.2,3.1,0.727,2.2,7.1,9.3,2.4,0.8,1.4,1.5,2.8,11.5
197,Othello Hunter\hunteot01,PF,22,ATL,16,0,5.8,0.7,1.3,0.55,0,0,,0.7,1.3,0.55,0.55,0,0.3,0,0.6,0.9,1.5,0.1,0.1,0.3,0.1,0.7,1.4
220,Joe Johnson\johnsjo02,SG,27,ATL,79,79,39.5,7.8,18,0.437,1.9,5.2,0.36,6,12.7,0.468,0.489,3.8,4.6,0.826,0.8,3.6,4.4,5.8,1.1,0.2,2.5,2.2,21.4
228,Solomon Jones\jonesso01,C,24,ATL,63,0,10.7,1.1,1.8,0.604,0,0,0.5,1,1.7,0.606,0.608,0.8,1.2,0.716,0.8,1.4,2.3,0.2,0.1,0.5,0.4,2,3
242,Acie Law\lawac01,PG,24,ATL,55,1,10.2,0.9,2.5,0.374,0.2,0.5,0.31,0.8,2,0.391,0.406,0.9,1.1,0.817,0.1,0.9,1.1,1.6,0.2,0.1,0.5,0.8,2.9
288,Randolph Morris\morrira01,C,23,ATL,23,0,3.9,0.3,0.7,0.412,0,0,,0.3,0.7,0.412,0.412,0.2,0.2,1,0.2,0.7,0.9,0.1,0.1,0,0.3,1.1,0.8
292,Ronald Murray\murraro01,SG,29,ATL,80,2,24.7,4.4,9.9,0.447,1.1,3,0.36,3.4,6.9,0.485,0.501,2.2,2.9,0.76,0.3,1.8,2.1,2,1.1,0.2,1.6,2.2,12.2
314,Zaza Pachulia\pachuza01,C,24,ATL,77,26,19.1,2.1,4.2,0.497,0,0,0,2.1,4.1,0.502,0.497,2.1,3,0.709,2.2,3.4,5.7,0.7,0.5,0.3,1.2,2.7,6.2
372,Josh Smith\smithjo03,PF,23,ATL,69,69,35.1,6.1,12.3,0.492,0.4,1.3,0.299,5.7,11,0.514,0.508,3.1,5.2,0.588,1.9,5.3,7.2,2.4,1.4,1.6,2.3,2.7,15.6
421,Mario West\westma02,SG,24,ATL,53,3,5.1,0.3,0.6,0.412,0,0,1,0.2,0.6,0.394,0.426,0.3,0.6,0.467,0.5,0.6,1.1,0.4,0.3,0.1,0.2,0.7,0.8
432,Marvin Williams\willima02,SF,22,ATL,61,59,34.3,4.7,10.2,0.458,0.9,2.5,0.355,3.8,7.7,0.493,0.502,3.6,4.5,0.806,1.8,4.5,6.3,1.3,0.9,0.6,1.1,2.1,13.9
$10 ,Ray Allen*\allenra02,SG,$33 ,BOS,79,79,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7,0.542,0.575,3,3.2,0.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2,18.2
$11 ,Tony Allen\allento01,SG,$27 ,BOS,46,2,19.3,3,6.2,0.482,0.1,0.6,0.222,2.8,5.6,0.51,0.493,1.7,2.4,0.725,0.5,1.8,2.3,1.4,1.2,0.5,1.7,2.1,7.8
103,Glen Davis\davisgl01,C,23,BOS,76,16,21.5,2.6,5.9,0.442,0,0.1,0.4,2.6,5.9,0.443,0.444,1.7,2.3,0.73,1.6,2.4,4,0.9,0.7,0.3,0.9,3,7
144,Kevin Garnett\garneke01,PF,32,BOS,57,57,31.1,6.9,13,0.531,0,0.1,0.25,6.9,12.8,0.534,0.532,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2,15.8
150,J.R. Giddens\giddejr01,SF,23,BOS,6,0,1.3,0.3,0.5,0.667,0,0,,0.3,0.5,0.667,0.667,0,0,,0.3,0.2,0.5,0,0.2,0,0.2,0.2,0.7
190,Eddie House\houseed01,PG,30,BOS,81,0,18.3,3.1,6.9,0.445,1.9,4.2,0.444,1.2,2.7,0.445,0.579,0.5,0.7,0.792,0.1,1.8,1.9,1.1,0.8,0.1,0.7,1.4,8.5
255,Stephon Marbury\marbust01,PG,31,BOS,23,4,18,1.7,4.8,0.342,0.3,1.1,0.24,1.4,3.7,0.372,0.369,0.3,0.6,0.462,0.1,1.1,1.2,3.3,0.4,0.1,1.6,1.5,3.8
287,Mikki Moore\mooremi01,C,33,BOS,24,0,19,2.1,3.5,0.6,0,0,,2.1,3.5,0.6,0.6,0.6,0.8,0.737,1.3,3.1,4.4,1,0.2,0.2,0.9,4,4.8
304,Patrick O'Bryant\obryapa01,C,22,BOS,26,0,4.2,0.6,1.2,0.516,0,0,,0.6,1.2,0.516,0.516,0.3,0.5,0.667,0.3,1,1.3,0.3,0.1,0.3,0.7,1.1,1.5
320,Kendrick Perkins\perkike01,C,24,BOS,76,76,29.6,3.6,6.3,0.577,0,0,0,3.6,6.3,0.58,0.577,1.3,2.1,0.6,2.7,5.5,8.1,1.3,0.3,2,2.2,3.3,8.5
323,Paul Pierce\piercpa01,SF,31,BOS,81,81,37.5,6.7,14.6,0.457,1.5,3.8,0.391,5.2,10.8,0.48,0.508,5.7,6.8,0.83,0.7,5,5.6,3.6,1,0.3,2.8,2.7,20.5
326,Leon Powe\powele01,PF,25,BOS,70,7,17.5,2.5,4.8,0.524,0,0,,2.5,4.8,0.524,0.524,2.6,3.8,0.689,2.1,2.9,4.9,0.7,0.3,0.5,1.1,2.7,7.7
330,Gabe Pruitt\pruitga01,SG,22,BOS,47,0,7.8,0.7,2.1,0.307,0.3,1,0.292,0.4,1.1,0.321,0.376,0.4,0.4,0.81,0.2,0.7,0.9,0.8,0.3,0.1,0.4,0.7,2
347,Rajon Rondo\rondora01,PG,22,BOS,80,80,33,4.8,9.5,0.505,0.2,0.6,0.313,4.6,8.9,0.518,0.514,2.2,3.4,0.642,1.3,4,5.2,8.2,1.9,0.1,2.6,2.4,11.9
357,Brian Scalabrine\scalabr01,C,30,BOS,39,8,12.9,1.2,2.9,0.421,0.6,1.6,0.393,0.6,1.4,0.453,0.526,0.4,0.5,0.889,0.2,1.1,1.3,0.5,0.2,0.3,0.3,1.9,3.5
408,Henry Walker\walkebi01,SF,21,BOS,29,0,7.4,1.2,2,0.621,0,0,0,1.2,2,0.632,0.621,0.6,0.8,0.696,0.3,0.7,1,0.4,0.2,0.1,0.6,1.8,3
$6 ,Alexis Ajinca\ajincal01,PF,$20 ,CHA,31,4,5.9,0.8,2.2,0.362,0,0.1,0,0.8,2.2,0.373,0.362,0.6,0.9,0.714,0.3,0.7,1,0.1,0.2,0.2,0.4,1.1,2.3
24,D.J. Augustin\augusdj01,PG,21,CHA,72,12,26.5,3.7,8.6,0.43,1.5,3.4,0.439,2.2,5.2,0.424,0.517,2.9,3.2,0.893,0.2,1.6,1.8,3.5,0.6,0,1.7,1.9,11.8
42,Raja Bell\bellra01,SG,32,CHA,45,44,35.6,5,11.3,0.44,1.6,3.9,0.395,3.4,7.3,0.464,0.509,1.6,1.8,0.877,0.7,3.2,4,2.5,0.8,0.1,1.5,2.4,13
62,Andre Brown\brownan01,PF,27,CHA,4,0,10.3,0.3,1.8,0.143,0,0,,0.3,1.8,0.143,0.143,0.5,0.5,1,1.8,1.3,3,0.3,0.3,0,1.3,2.3,1
67,Shannon Brown\brownsh01,SG,23,CHA,30,0,11.4,1.9,4.1,0.455,0.3,0.9,0.286,1.6,3.2,0.505,0.488,0.8,1,0.8,0.3,0.5,0.8,0.9,0.6,0.2,1,1.1,4.8
78,Matt Carroll\carroma01,SG,28,CHA,34,10,14,1.6,4.1,0.406,0.4,1.3,0.267,1.3,2.7,0.473,0.449,0.4,0.6,0.789,0.1,1.5,1.6,0.7,0.5,0.1,0.8,1.6,4.1
107,Boris Diaw\diawbo01,PF,26,CHA,59,59,37.6,6.2,12.6,0.495,1.2,2.8,0.419,5.1,9.8,0.517,0.542,1.4,2.1,0.686,1.6,4.3,5.9,4.9,0.8,0.7,3,2.8,15.1
111,DeSagana Diop\diopde01,C,27,CHA,41,1,14.2,1.3,2.8,0.46,0,0,,1.3,2.8,0.46,0.46,0.2,0.9,0.27,1.7,2.1,3.8,0.5,0.4,0.8,0.7,1.8,2.8
118,Jared Dudley\dudleja01,SF,23,CHA,20,7,21.4,2.3,4.8,0.469,0.2,0.4,0.375,2.1,4.4,0.477,0.484,0.8,1.2,0.625,1.3,1.7,3,1,0.9,0.1,0.5,2,5.4
130,Raymond Felton\feltora01,PG,24,CHA,82,81,37.6,5.4,13.2,0.408,0.7,2.5,0.285,4.7,10.7,0.437,0.435,2.7,3.3,0.805,0.7,3.1,3.8,6.7,1.5,0.4,2.8,2.3,14.2
188,Ryan Hollins\holliry01,C,24,CHA,18,1,10.2,1.1,1.9,0.543,0,0,,1.1,1.9,0.543,0.543,1.4,2.2,0.667,1.1,0.9,2,0.2,0.2,0.9,0.6,1.9,3.6
193,Juwan Howard\howarju01,SF,35,CHA,39,2,11.5,1.9,3.7,0.51,0,0,,1.9,3.7,0.51,0.51,0.6,0.9,0.676,0.7,1.1,1.8,0.6,0.2,0.1,0.7,1.7,4.4
214,Dontell Jefferson\jeffedo01,SG,25,CHA,6,0,14,1.8,3.7,0.5,0.2,0.3,0.5,1.7,3.3,0.5,0.523,1,1.5,0.667,0.2,1.8,2,1.5,0.7,0.2,1,1.5,4.8
221,Linton Johnson\johnsli01,PF,28,CHA,2,0,6.5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0.5,0
225,Dwayne Jones\jonesdw02,PF,25,CHA,6,0,8.7,0.7,1.2,0.571,0,0,,0.7,1.2,0.571,0.571,0.7,1,0.667,1,1,2,0,0,0.2,0.7,1,2
259,Cartier Martin\martica01,SF,24,CHA,33,1,8.1,0.8,2.3,0.364,0.3,1,0.303,0.5,1.3,0.409,0.429,0.6,0.8,0.8,0.2,0.8,1,0.4,0.2,0.1,0.3,1,2.6
265,Sean May\mayse01,PF,24,CHA,24,12,12.5,1.6,4.1,0.398,0,0,1,1.6,4,0.392,0.403,0.6,0.8,0.7,0.8,2,2.9,0.4,0.2,0.2,1.1,1.3,3.9
285,Nazr Mohammed\mohamna01,C,31,CHA,39,1,8.7,1.1,2.6,0.406,0,0,,1.1,2.6,0.406,0.406,0.6,1,0.55,0.9,1.1,2,0.2,0.1,0.4,0.6,1.6,2.7
289,Adam Morrison\morriad01,SF,24,CHA,44,5,15.2,1.7,4.8,0.36,0.7,2.1,0.337,1,2.7,0.378,0.434,0.4,0.5,0.762,0.4,1.3,1.6,0.9,0.2,0.1,0.7,1.7,4.5
310,Emeka Okafor\okafoem01,C,26,CHA,82,81,32.8,5.3,9.4,0.561,0,0,,5.3,9.4,0.561,0.561,2.7,4.5,0.593,3.4,6.7,10.1,0.6,0.6,1.7,1.8,3,13.2
333,Vladimir Radmanovic\radmavl01,SF,28,CHA,32,3,21.1,3.2,7.9,0.401,1.4,3.9,0.357,1.8,3.9,0.444,0.49,0.6,1,0.645,0.8,2.4,3.3,1.3,0.6,0.3,1.6,1.9,8.3
340,Jason Richardson\richaja01,SG,28,CHA,14,14,35.1,6.9,15.7,0.441,1.9,4.2,0.458,5,11.5,0.435,0.502,2.9,3.9,0.745,0.9,3.2,4.1,2.6,1,0.2,1.7,3.1,18.7
366,Sean Singletary\singlse01,PG,23,CHA,24,1,7.5,0.8,2,0.396,0.3,0.6,0.4,0.5,1.4,0.394,0.458,0.5,0.6,0.8,0.2,0.6,0.8,0.7,0.2,0,0.8,1.3,2.3
410,Gerald Wallace\wallage01,SF,26,CHA,71,71,37.6,5.5,11.4,0.48,0.5,1.8,0.298,4.9,9.6,0.515,0.504,5.1,6.4,0.804,1.6,6.2,7.8,2.7,1.7,0.9,2.1,3,16.6
106,Luol Deng\denglu01,SF,23,CHI,49,46,34,5.4,12.1,0.448,0.2,0.4,0.4,5.2,11.7,0.45,0.455,3.1,3.9,0.796,1.6,4.4,6,1.9,1.2,0.5,1.5,1.7,14.1
154,Drew Gooden\goodedr01,PF,27,CHI,31,27,29.6,5.2,11.4,0.457,0,0.1,0,5.2,11.3,0.461,0.457,2.7,3.1,0.866,2.6,5.9,8.6,1.4,0.8,0.5,1.8,3.3,13.1
155,Ben Gordon\gordobe01,SG,25,CHI,82,76,36.6,7.3,16,0.455,2.1,5.1,0.41,5.2,10.9,0.476,0.521,4,4.7,0.864,0.6,2.8,3.5,3.4,0.9,0.3,2.4,2.2,20.7
161,Aaron Gray\grayaa01,C,24,CHI,56,18,12.8,1.4,3,0.485,0,0,0,1.4,3,0.488,0.485,0.6,1.1,0.576,1.5,2.4,3.9,0.8,0.3,0.3,0.7,2.4,3.5
187,Kirk Hinrich\hinriki01,SG,28,CHI,51,4,26.3,3.6,8.2,0.437,1.4,3.3,0.408,2.2,4.9,0.456,0.519,1.3,1.7,0.791,0.3,2.1,2.4,3.9,1.3,0.4,1.7,2.5,9.9
194,Larry Hughes\hughela01,SF,30,CHI,30,6,26.4,4.2,10.3,0.412,1.3,3.4,0.392,2.9,6.9,0.422,0.477,2.2,2.7,0.817,0.2,2.9,3.1,2,1.2,0.3,1.2,1.7,12
196,Lindsey Hunter\hunteli01,PG,38,CHI,28,0,9.5,1,2.9,0.329,0.6,1.7,0.333,0.4,1.2,0.324,0.427,0.1,0.2,0.6,0.1,0.4,0.4,1.3,0.7,0,0.7,1,2.6
221,Linton Johnson\johnsli01,PF,28,CHI,8,0,5.3,0.5,1.4,0.364,0.1,0.3,0.5,0.4,1.1,0.333,0.409,0,0,,0.4,0.6,1,0.3,0.1,0,0.3,0.8,1.1
280,Brad Miller\millebr01,C,32,CHI,27,0,27.6,4,8.4,0.478,0.1,0.5,0.231,3.9,7.9,0.493,0.485,3.7,4.3,0.853,2.5,5,7.4,3.2,0.8,0.4,1.7,3.3,11.8
299,Demetris Nichols\nichode01,SF,24,CHI,2,0,2.5,0.5,2,0.25,0,0.5,0,0.5,1.5,0.333,0.25,0,0,,0,0,0,0.5,0,0,0,0.5,1
300,Joakim Noah\noahjo01,C,23,CHI,80,55,24.2,2.6,4.7,0.556,0,0,0,2.6,4.6,0.558,0.556,1.5,2.3,0.676,3.1,4.5,7.6,1.3,0.6,1.4,1,3,6.7
301,Andres Nocioni\nocioan01,PF,29,CHI,53,2,24.1,3.5,8.5,0.414,1.5,3.9,0.378,2,4.5,0.446,0.502,1.9,2.3,0.806,0.6,3.5,4.2,1.1,0.5,0.3,1.4,3.3,10.4
344,Anthony Roberson\roberan02,PG,25,CHI,6,0,3.8,0.8,2.8,0.294,0.3,1.7,0.2,0.5,1.2,0.429,0.353,0,0,,0.3,0.8,1.2,0.2,0,0,0.2,0,2
348,Derrick Rose\rosede01,PG,20,CHI,81,80,37,7.1,14.9,0.475,0.2,0.9,0.222,6.9,14,0.491,0.482,2.4,3.1,0.788,1.2,2.7,3.9,6.3,0.8,0.2,2.5,1.5,16.8
355,John Salmons\salmojo01,SF,29,CHI,26,21,37.7,6.3,13.4,0.473,1.9,4.5,0.415,4.5,8.9,0.502,0.543,3.7,4.4,0.843,0.6,3.7,4.3,2,1,0.6,1.7,2.3,18.3
359,Thabo Sefolosha\sefolth01,SF,24,CHI,43,14,17.1,1.8,4.2,0.434,0.3,1.2,0.3,1.5,3.1,0.485,0.475,0.5,0.6,0.84,0.6,2.3,2.9,1.5,0.8,0.4,0.9,1.2,4.5
364,Cedric Simmons\simmoce01,PF,23,CHI,11,0,5.5,1,1.9,0.524,0,0,,1,1.9,0.524,0.524,0.5,1.3,0.429,0.4,0.7,1.1,0.2,0.1,0.4,0,0.5,2.5
390,Tim Thomas\thomati01,PF,31,CHI,18,0,14.1,2,5,0.4,1.1,2.4,0.442,0.9,2.6,0.362,0.506,0.8,1.1,0.7,0.4,1.9,2.3,0.7,0.3,0,0.6,1.5,5.8
391,Tyrus Thomas\thomaty01,PF,22,CHI,79,61,27.5,3.9,8.6,0.451,0,0.1,0.333,3.9,8.5,0.453,0.453,3,3.8,0.783,1.9,4.6,6.4,1,1.2,1.9,1.6,2.8,10.8
149,Daniel Gibson\gibsoda01,PG,22,CLE,75,0,23.9,2.7,7,0.391,1.4,3.8,0.382,1.3,3.3,0.402,0.493,0.9,1.1,0.767,0.4,1.7,2.1,1.8,0.6,0.2,0.8,2.2,7.8
182,J.J. Hickson\hicksjj01,C,20,CLE,62,0,11.4,1.6,3.1,0.515,0,0,,1.6,3.1,0.515,0.515,0.7,1.1,0.672,0.8,1.8,2.7,0.1,0.2,0.5,0.7,1.3,4
199,Zydrunas Ilgauskas\ilgauzy01,C,33,CLE,65,65,27.2,5.3,11.1,0.472,0.2,0.6,0.385,5,10.5,0.477,0.483,2.1,2.7,0.799,2.4,5.1,7.5,1,0.4,1.3,1.4,2.8,12.9
205,Darnell Jackson\jacksda01,PF,23,CLE,51,2,8.4,0.7,1.7,0.43,0,0,0,0.7,1.6,0.44,0.43,0.5,0.7,0.686,0.6,1.1,1.7,0.2,0.2,0.1,0.3,1.5,1.9
208,LeBron James\jamesle01,SF,24,CLE,81,81,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3,1.7,28.4
222,Trey Johnson\johnstr01,SG,24,CLE,4,0,3.5,0,1.3,0,0,0,,0,1.3,0,0,1,1,1,0,0.3,0.3,0,0,0,0.3,1,1
233,Tarence Kinsey\kinseta01,SG,24,CLE,50,3,5.5,0.6,1.4,0.449,0.1,0.4,0.389,0.5,1,0.471,0.5,0.7,0.8,0.868,0.2,0.6,0.8,0.2,0.2,0,0.4,0.7,2
318,Sasha Pavlovic\pavloal01,SF,25,CLE,66,12,16,1.8,4.2,0.422,0.7,1.8,0.41,1,2.4,0.43,0.509,0.4,0.8,0.463,0.5,1.5,1.9,1.1,0.3,0.2,0.7,1.8,4.6
371,Joe Smith\smithjo02,C,33,CLE,21,0,19.6,2.7,5.5,0.496,0,0.1,0.333,2.7,5.3,0.5,0.5,1,1.3,0.75,1.7,3,4.8,0.8,0.3,0.7,0.5,2.4,6.5
383,Wally Szczerbiak\szczewa02,SF,31,CLE,74,5,20.6,2.4,5.4,0.45,0.9,2.3,0.411,1.5,3.1,0.478,0.536,1.2,1.4,0.849,0.6,2.6,3.1,1.1,0.4,0.1,0.7,1.8,7
401,Anderson Varejao\varejan01,PF,26,CLE,81,42,28.5,3.3,6.2,0.536,0,0,0,3.3,6.2,0.538,0.536,1.9,3.1,0.616,2,5.1,7.2,1,0.9,0.8,1,3,8.6
409,Ben Wallace\wallabe01,PF,34,CLE,56,53,23.5,1.2,2.8,0.445,0,0,,1.2,2.8,0.445,0.445,0.5,1.1,0.422,2.4,4,6.5,0.8,0.9,1.3,0.6,1.5,2.9
420,Delonte West\westde01,SG,25,CLE,64,64,33.6,4.5,9.8,0.457,1.4,3.6,0.399,3,6.2,0.49,0.53,1.4,1.7,0.833,0.5,2.7,3.2,3.5,1.5,0.2,1.4,2,11.7
428,Jawad Williams\willija04,SF,25,CLE,10,0,2,0.5,1.2,0.417,0.2,0.6,0.333,0.3,0.6,0.5,0.5,0,0,,0.1,0.1,0.2,0,0.1,0,0.1,0.2,1.2
433,Mo Williams\willima01,PG,26,CLE,81,81,35,6.5,13.9,0.467,2.3,5.2,0.436,4.2,8.7,0.486,0.548,2.6,2.8,0.912,0.6,2.9,3.4,4.1,0.9,0.1,2.2,2.7,17.8
442,Lorenzen Wright\wrighlo02,C,33,CLE,17,2,7.4,0.6,1.6,0.37,0,0,,0.6,1.6,0.37,0.37,0.2,0.5,0.375,0.4,1.1,1.5,0.2,0.2,0.3,0.5,1,1.4
29,J.J. Barea\bareajo01,SG,24,DAL,79,15,20.3,3.1,7.1,0.442,0.7,1.9,0.357,2.4,5.1,0.474,0.491,0.9,1.2,0.753,0.5,1.8,2.2,3.4,0.5,0.1,1.3,1.5,7.8
33,Brandon Bass\bassbr01,C,23,DAL,81,0,19.4,3.1,6.3,0.496,0,0.1,0,3.1,6.2,0.502,0.496,2.2,2.6,0.867,1.6,2.9,4.5,0.5,0.3,0.7,1.1,1.7,8.5
78,Matt Carroll\carroma01,SG,28,DAL,21,0,6.7,0.4,1.6,0.273,0,0.4,0.125,0.4,1.2,0.32,0.288,0.3,0.3,1,0.1,0.6,0.7,0.1,0.1,0,0.3,0.7,1.2
98,Erick Dampier\dampier01,C,33,DAL,80,80,23,2.3,3.5,0.65,0,0,,2.3,3.5,0.65,0.65,1.1,1.8,0.638,2.7,4.4,7.1,1,0.3,1.2,0.9,2.4,5.7
111,DeSagana Diop\diopde01,C,27,DAL,34,0,13.3,0.6,1.7,0.379,0,0,,0.6,1.7,0.379,0.379,0.4,0.9,0.414,1.3,2.1,3.5,0.4,0.4,0.7,0.3,1.6,1.6
148,Devean George\georgde01,SF,31,DAL,43,17,16.5,1.3,3.3,0.38,0.5,1.8,0.289,0.7,1.5,0.485,0.458,0.4,0.5,0.773,0.6,1.2,1.8,0.3,0.5,0.3,0.4,1.3,3.4
162,Gerald Green\greenge01,SG,23,DAL,38,12,9.9,2.1,4.7,0.439,0.4,1.2,0.304,1.7,3.5,0.485,0.478,0.7,0.8,0.844,0.4,1.1,1.4,0.4,0.3,0.1,0.9,1.3,5.2
188,Ryan Hollins\holliry01,C,24,DAL,27,2,9.6,1.1,2.2,0.525,0,0,,1.1,2.2,0.525,0.525,0.6,1.2,0.515,1,1.3,2.3,0.1,0.1,0.6,0.5,1.6,2.9
192,Josh Howard\howarjo01,SF,28,DAL,52,51,32,6.8,15.1,0.451,1.1,3.2,0.345,5.7,11.8,0.48,0.488,3.3,4.2,0.782,1.1,3.9,5.1,1.6,1.1,0.6,1.7,2.6,18
232,Jason Kidd*\kiddja01,PG,35,DAL,81,81,35.6,3.2,7.6,0.416,1.6,4,0.406,1.6,3.6,0.427,0.522,1.1,1.3,0.819,1,5.1,6.2,8.7,2,0.5,2.3,2.1,9
303,Dirk Nowitzki\nowitdi01,PF,30,DAL,81,81,37.7,9.6,20,0.479,0.8,2.1,0.359,8.8,17.9,0.493,0.498,6,6.7,0.89,1.1,7.3,8.4,2.4,0.8,0.8,1.9,2.2,25.9
367,James Singleton\singlja01,PF,27,DAL,62,6,14.3,1.9,3.6,0.529,0.2,0.6,0.325,1.7,2.9,0.575,0.559,1.1,1.3,0.859,1.4,2.6,4,0.3,0.4,0.5,0.6,1.8,5.1
376,Jerry Stackhouse\stackje01,SG,34,DAL,10,1,16.2,1.6,6,0.267,0.3,1.9,0.158,1.3,4.1,0.317,0.292,0.7,0.7,1,0.5,1.2,1.7,1.2,0.4,0.1,0.9,0.6,4.2
386,Jason Terry\terryja01,SG,31,DAL,74,11,33.7,7.3,15.8,0.463,2.3,6.2,0.366,5.1,9.6,0.525,0.535,2.7,3,0.88,0.5,1.9,2.4,3.4,1.3,0.3,1.6,1.9,19.6
435,Shawne Williams\willish03,SF,22,DAL,15,0,11.3,1.1,3.7,0.286,0.1,1.1,0.059,1,2.6,0.385,0.295,0.6,0.7,0.818,1.3,1.8,3.1,0.1,0.1,0.6,0.3,1.3,2.8
438,Antoine Wright\wrighan01,SF,24,DAL,65,53,23.9,2.8,6.6,0.415,0.7,2.3,0.302,2.1,4.3,0.475,0.468,1.1,1.5,0.747,0.5,1.6,2.1,1.2,0.7,0.4,0.8,2.6,7.3
15,Chris Andersen\anderch01,C,$30 ,DEN,71,1,20.6,2.3,4.1,0.548,0,0.1,0.2,2.2,4,0.56,0.551,1.8,2.5,0.718,2.3,3.9,6.2,0.4,0.6,2.5,1,2.5,6.4
$17 ,Carmelo Anthony\anthoca01,SF,$24 ,DEN,66,66,34.5,8.1,18.3,0.443,1,2.6,0.371,7.2,15.7,0.455,0.469,5.6,7.1,0.793,1.6,5.2,6.8,3.4,1.1,0.4,3,3,22.8
23,Chucky Atkins\atkinch01,PG,34,DEN,14,0,8.2,0.6,1.9,0.333,0.4,1.2,0.294,0.3,0.7,0.4,0.426,0.3,0.3,1,0,0.4,0.4,2,0.1,0.1,0.7,0.4,1.9
26,Renaldo Balkman\balkmre01,PF,24,DEN,53,10,14.7,2.1,3.7,0.558,0,0.1,0.286,2,3.6,0.568,0.563,0.8,1.2,0.646,1.6,2.2,3.8,0.6,0.9,0.4,0.7,1.8,5
45,Chauncey Billups\billuch01,PG,32,DEN,77,77,35.3,5.2,12.5,0.42,2.1,5.1,0.41,3.2,7.4,0.427,0.504,5.3,5.8,0.913,0.4,2.6,3,6.4,1.2,0.2,2.2,2.1,17.9
79,Anthony Carter\cartean01,PG,33,DEN,78,5,22.9,2.1,4.9,0.433,0.3,1.1,0.239,1.9,3.8,0.49,0.46,0.7,1,0.731,0.5,2.1,2.6,4.7,1.2,0.2,2,1.8,5.3
172,Jason Hart\hartja01,PG,30,DEN,11,0,3.3,0.5,0.9,0.5,0,0.2,0,0.5,0.7,0.625,0.5,0.3,0.4,0.75,0.1,0.3,0.4,0.5,0,0,0.3,0.4,1.2
183,Nene Hilario\hilarne01,C,26,DEN,77,76,32.6,5.6,9.2,0.604,0,0.1,0.2,5.5,9.1,0.607,0.604,3.5,4.8,0.723,2.4,5.4,7.8,1.4,1.2,1.3,1.9,3.6,14.6
193,Juwan Howard\howarju01,PF,35,DEN,3,0,7.3,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0.5,0,0,,0.3,1,1.3,0.7,0.3,0.3,0,1.3,0.7
